"","countrycode","year","unit_benefit","use_market_perkm2","use_nonmarket_perkm2","nonuse_perkm2"
"6268","STP",2098,"Int2020$_perkm2_peryear",8362189.42483342,1263323.51674686,6357958.30749077
"6269","STP",2099,"Int2020$_perkm2_peryear",8404969.77971699,1268251.21122126,6461225.58826182
"6270","STP",2100,"Int2020$_perkm2_peryear",8447968.99604126,1273198.1265941,6566170.1591982
"6271","SUR",2026,"Int2020$_perkm2_peryear",1296611.59684363,128605.523029608,42817.5132654159
"6272","SUR",2027,"Int2020$_perkm2_peryear",1312779.83119245,129651.649419029,44059.5590325971
"6273","SUR",2028,"Int2020$_perkm2_peryear",1329194.47517453,130708.500372128,45350.036470161
"6274","SUR",2029,"Int2020$_perkm2_peryear",1345859.60845962,131776.194445727,46690.9825429905
"6275","SUR",2030,"Int2020$_perkm2_peryear",1362779.38020495,132854.851533848,48084.5212251378
"6276","SUR",2031,"Int2020$_perkm2_peryear",1384420.41185557,134289.518851243,50052.0681771002
"6277","SUR",2032,"Int2020$_perkm2_peryear",1406505.87563024,135744.832241487,52131.0791495511
"6278","SUR",2033,"Int2020$_perkm2_peryear",1429045.61757038,137221.10844615,54328.2111845216
"6279","SUR",2034,"Int2020$_perkm2_peryear",1452049.70582254,138718.669123049,56650.5216804714
"6280","SUR",2035,"Int2020$_perkm2_peryear",1475528.43566918,140237.840922731,59105.4924934724
"6281","SUR",2036,"Int2020$_perkm2_peryear",1496073.00709084,141573.707385155,61403.7102089076
"6282","SUR",2037,"Int2020$_perkm2_peryear",1516992.53136638,142926.665303214,63820.2185241106
"6283","SUR",2038,"Int2020$_perkm2_peryear",1538294.31458488,144296.945716241,66361.3372067154
"6284","SUR",2039,"Int2020$_perkm2_peryear",1559985.80704282,145684.782813059,69033.7250670337
"6285","SUR",2040,"Int2020$_perkm2_peryear",1582074.60609748,147090.413974973,71844.3981555961
"6286","SUR",2041,"Int2020$_perkm2_peryear",1601420.6500109,148311.616056432,74390.5356896366
"6287","SUR",2042,"Int2020$_perkm2_peryear",1621072.29541495,149546.304773741,77050.9270918126
"6288","SUR",2043,"Int2020$_perkm2_peryear",1641034.68193408,150794.637104895,79830.8475488382
"6289","SUR",2044,"Int2020$_perkm2_peryear",1661313.03679903,152056.771870827,82735.8165368098
"6290","SUR",2045,"Int2020$_perkm2_peryear",1681912.67634527,153332.869757088,85771.6091378754
"6291","SUR",2046,"Int2020$_perkm2_peryear",1699659.52716561,154451.118905006,88549.6439439603
"6292","SUR",2047,"Int2020$_perkm2_peryear",1717648.496506,155580.154256527,91437.1744530266
"6293","SUR",2048,"Int2020$_perkm2_peryear",1735883.07303616,156720.084960725,94438.6222865424
"6294","SUR",2049,"Int2020$_perkm2_peryear",1754366.796196,157871.021279002,97558.5880938979
"6295","SUR",2050,"Int2020$_perkm2_peryear",1773103.25693603,159033.07459644,100801.858803338
"6296","SUR",2051,"Int2020$_perkm2_peryear",1789996.48789873,160079.264364898,103756.52163142
"6297","SUR",2052,"Int2020$_perkm2_peryear",1807084.97410368,161133.976026894,106810.50630377
"6298","SUR",2053,"Int2020$_perkm2_peryear",1824371.11467918,162197.283177394,109967.24964663
"6299","SUR",2054,"Int2020$_perkm2_peryear",1841857.33873705,163269.260055728,113230.308070322
"6300","SUR",2055,"Int2020$_perkm2_peryear",1859546.10574925,164349.981551244,116603.36173447
"6301","SUR",2056,"Int2020$_perkm2_peryear",1874768.78711816,165302.442634372,119779.613693037
"6302","SUR",2057,"Int2020$_perkm2_peryear",1890152.67798972,166262.150958721,123056.203549668
"6303","SUR",2058,"Int2020$_perkm2_peryear",1905699.56365002,167229.164042459,126436.35883553
"6304","SUR",2059,"Int2020$_perkm2_peryear",1921411.24929698,168203.539862938,129923.411111625
"6305","SUR",2060,"Int2020$_perkm2_peryear",1937289.56026276,169185.336860363,133520.799322699
"6306","SUR",2061,"Int2020$_perkm2_peryear",1951137.63785466,170053.288866917,136771.522308285
"6307","SUR",2062,"Int2020$_perkm2_peryear",1965109.94795551,170926.896400004,140111.321590265
"6308","SUR",2063,"Int2020$_perkm2_peryear",1979207.66108333,171806.198111706,143542.685968737
"6309","SUR",2064,"Int2020$_perkm2_peryear",1993431.95889408,172691.232920479,147068.173987033
"6310","SUR",2065,"Int2020$_perkm2_peryear",2007784.03428781,173582.040012992,150690.415886997
"6311","SUR",2066,"Int2020$_perkm2_peryear",2021023.40224506,174429.011122902,154229.774733397
"6312","SUR",2067,"Int2020$_perkm2_peryear",2034369.3261106,175281.01401681,157859.802938172
"6313","SUR",2068,"Int2020$_perkm2_peryear",2047822.7076708,176138.080234451,161582.873681095
"6314","SUR",2069,"Int2020$_perkm2_peryear",2061384.45642986,177000.241515782,165401.422568354
"6315","SUR",2070,"Int2020$_perkm2_peryear",2075055.4896761,177867.529802259,169317.949276589
"6316","SUR",2071,"Int2020$_perkm2_peryear",2086978.89541807,178644.256634904,172991.670401085
"6317","SUR",2072,"Int2020$_perkm2_peryear",2098989.28748003,179425.260637133,176752.761274639
"6318","SUR",2073,"Int2020$_perkm2_peryear",2111087.32509692,180210.566426104,180603.335560584
"6319","SUR",2074,"Int2020$_perkm2_peryear",2123273.67252764,181000.198761681,184545.558209856
"6320","SUR",2075,"Int2020$_perkm2_peryear",2135548.9990934,181794.182547258,188581.646706157
"6321","SUR",2076,"Int2020$_perkm2_peryear",2146666.07523597,182532.293958051,192419.612201699
"6322","SUR",2077,"Int2020$_perkm2_peryear",2157854.90999723,183274.052881369,196341.386512124
"6323","SUR",2078,"Int2020$_perkm2_peryear",2169115.98589573,184019.478260557,200348.833016242
"6324","SUR",2079,"Int2020$_perkm2_peryear",2180449.78871631,184768.589138411,204443.856704495
"6325","SUR",2080,"Int2020$_perkm2_peryear",2191856.80753219,185521.404657703,208628.405109197
"6326","SUR",2081,"Int2020$_perkm2_peryear",2201567.66640003,186180.713969291,212430.148623894
"6327","SUR",2082,"Int2020$_perkm2_peryear",2211332.68957623,186842.897963428,216305.98043487
"6328","SUR",2083,"Int2020$_perkm2_peryear",2221152.18977138,187507.969773256,220257.368068012
"6329","SUR",2084,"Int2020$_perkm2_peryear",2231026.48150975,188175.942592463,224285.808226805
"6330","SUR",2085,"Int2020$_perkm2_peryear",2240955.8811398,188846.829675576,228392.827372926
"6331","SUR",2086,"Int2020$_perkm2_peryear",2248971.88222579,189430.292034963,232093.748662102
"6332","SUR",2087,"Int2020$_perkm2_peryear",2257023.47645623,190015.883811398,235857.621445543
"6333","SUR",2088,"Int2020$_perkm2_peryear",2265110.82769888,190603.613181998,239685.53411096
"6334","SUR",2089,"Int2020$_perkm2_peryear",2273234.10057991,191193.4883557,243578.593962685
"6335","SUR",2090,"Int2020$_perkm2_peryear",2281393.46048741,191785.517573398,247537.927550993
"6336","SUR",2091,"Int2020$_perkm2_peryear",2288439.13138408,192320.551287137,251259.33821929
"6337","SUR",2092,"Int2020$_perkm2_peryear",2295512.58908799,192857.372147006,255039.478929563
"6338","SUR",2093,"Int2020$_perkm2_peryear",2302613.94597404,193395.986418802,258879.290858818
"6339","SUR",2094,"Int2020$_perkm2_peryear",2309743.31487257,193936.400390537,262779.730337181
"6340","SUR",2095,"Int2020$_perkm2_peryear",2316900.80907125,194478.620372521,266741.769092222
"6341","SUR",2096,"Int2020$_perkm2_peryear",2322940.05801709,194982.191793092,270551.005634714
"6342","SUR",2097,"Int2020$_perkm2_peryear",2329000.3085213,195487.316541708,274416.877370515
"6343","SUR",2098,"Int2020$_perkm2_peryear",2335081.63535235,195993.99966613,278340.238722749
"6344","SUR",2099,"Int2020$_perkm2_peryear",2341184.11354969,196502.246230786,282321.957070838
"6345","SUR",2100,"Int2020$_perkm2_peryear",2347307.8184247,197012.061316821,286362.912947311
"6346","TCA",2026,"Int2020$_perkm2_peryear",480754.921676441,125671.13519458,82212.5251305218
"6347","TCA",2027,"Int2020$_perkm2_peryear",483993.462027308,125588.59265057,80668.4073829417
"6348","TCA",2028,"Int2020$_perkm2_peryear",487254.216396309,125506.139578993,79153.5627727388
"6349","TCA",2029,"Int2020$_perkm2_peryear",490537.34011035,125423.77589044,77667.4313089594
"6350","TCA",2030,"Int2020$_perkm2_peryear",493842.989603975,125341.501495593,76209.4638057317
"6351","TCA",2031,"Int2020$_perkm2_peryear",502424.145969744,126393.241583214,77676.7725324011
"6352","TCA",2032,"Int2020$_perkm2_peryear",511156.234397708,127453.978539418,79173.7805665928
"6353","TCA",2033,"Int2020$_perkm2_peryear",520041.93780476,128523.790571047,80701.1153901938
"6354","TCA",2034,"Int2020$_perkm2_peryear",529083.987229443,129602.756573617,82259.4181983843
"6355","TCA",2035,"Int2020$_perkm2_peryear",538285.162701607,130690.956137462,83849.3442068958
"6356","TCA",2036,"Int2020$_perkm2_peryear",547200.613066534,131709.273682825,85403.2102190959
"6357","TCA",2037,"Int2020$_perkm2_peryear",556263.778330423,132735.529609277,86985.8997341101
"6358","TCA",2038,"Int2020$_perkm2_peryear",565477.106754892,133769.785831739,88597.9479306236
"6359","TCA",2039,"Int2020$_perkm2_peryear",574843.087194079,134812.104748277,90239.8999337738
"6360","TCA",2040,"Int2020$_perkm2_peryear",584364.249767938,135862.549243871,91912.3110001978
"6361","TCA",2041,"Int2020$_perkm2_peryear",592611.533615439,136692.632541796,93024.1792490152
"6362","TCA",2042,"Int2020$_perkm2_peryear",600975.217116619,137527.78808274,94149.5466121369
"6363","TCA",2043,"Int2020$_perkm2_peryear",609456.943151352,138368.046864824,95288.5775712788
"6364","TCA",2044,"Int2020$_perkm2_peryear",618058.377788038,139213.440075641,96441.4386194131
"6365","TCA",2045,"Int2020$_perkm2_peryear",626781.210610918,140063.999093399,97608.298285448
"6366","TCA",2046,"Int2020$_perkm2_peryear",634756.292696785,140867.678940966,98789.7748239012
"6367","TCA",2047,"Int2020$_perkm2_peryear",642832.848838071,141675.9709087,99985.5753084012
"6368","TCA",2048,"Int2020$_perkm2_peryear",651012.170181319,142488.901468098,101195.873677075
"6369","TCA",2049,"Int2020$_perkm2_peryear",659295.564301515,143306.497242612,102420.845983556
"6370","TCA",2050,"Int2020$_perkm2_peryear",667684.355411139,144128.785008521,103660.670422754
"6371","TCA",2051,"Int2020$_perkm2_peryear",675619.826269992,144928.54015153,104878.137433627
"6372","TCA",2052,"Int2020$_perkm2_peryear",683650.683868791,145732.826730237,106110.910227928
"6373","TCA",2053,"Int2020$_perkm2_peryear",691778.086166676,146541.670864851,107359.192058618
"6374","TCA",2054,"Int2020$_perkm2_peryear",700003.205299332,147355.098828214,108623.188986602
"6375","TCA",2055,"Int2020$_perkm2_peryear",708327.227753794,148173.137046703,109903.109920546
"6376","TCA",2056,"Int2020$_perkm2_peryear",715123.72309549,148692.097434886,110311.952743546
"6377","TCA",2057,"Int2020$_perkm2_peryear",721985.518911931,149212.883757053,110722.418773153
"6378","TCA",2058,"Int2020$_perkm2_peryear",728913.243471143,149735.502468389,111134.514817001
"6379","TCA",2059,"Int2020$_perkm2_peryear",735907.531094373,150259.960047011,111548.247712485
"6380","TCA",2060,"Int2020$_perkm2_peryear",742969.022214509,150786.262994054,111963.624326891
"6381","TCA",2061,"Int2020$_perkm2_peryear",750241.953637987,151160.577452049,111447.148555469
"6382","TCA",2062,"Int2020$_perkm2_peryear",757586.309314909,151535.838414177,110933.226745371
"6383","TCA",2063,"Int2020$_perkm2_peryear",765002.792793814,151912.04831095,110421.845517609
"6384","TCA",2064,"Int2020$_perkm2_peryear",772492.114572965,152289.209579198,109912.991566342
"6385","TCA",2065,"Int2020$_perkm2_peryear",780054.992169156,152667.324662089,109406.651658456
"6386","TCA",2066,"Int2020$_perkm2_peryear",787691.424286054,153162.33712361,109399.616821343
"6387","TCA",2067,"Int2020$_perkm2_peryear",795403.83912418,153659.071199362,109394.032546875
"6388","TCA",2068,"Int2020$_perkm2_peryear",803193.00309789,154157.533140263,109389.898104604
"6389","TCA",2069,"Int2020$_perkm2_peryear",811059.690438723,154657.729220478,109387.212783598
"6390","TCA",2070,"Int2020$_perkm2_peryear",819004.683275852,155159.665737512,109385.975892415
"6391","TCA",2071,"Int2020$_perkm2_peryear",824625.400776661,155268.250675221,108361.536166956
"6392","TCA",2072,"Int2020$_perkm2_peryear",830285.107405496,155376.965504468,107347.524481931
"6393","TCA",2073,"Int2020$_perkm2_peryear",835984.07671047,155485.810419136,106343.827838011
"6394","TCA",2074,"Int2020$_perkm2_peryear",841722.584181717,155594.785613414,105350.334512108
"6395","TCA",2075,"Int2020$_perkm2_peryear",847500.907265349,155703.891281797,104366.934042598
"6396","TCA",2076,"Int2020$_perkm2_peryear",855073.870975165,155963.80313447,103433.904096472
"6397","TCA",2077,"Int2020$_perkm2_peryear",862715.063393745,156224.209378462,102510.02014805
"6398","TCA",2078,"Int2020$_perkm2_peryear",870425.103764948,156485.11100867,101595.185833431
"6399","TCA",2079,"Int2020$_perkm2_peryear",878204.616989391,156746.50902204,100689.305855052
"6400","TCA",2080,"Int2020$_perkm2_peryear",886054.233676383,157008.404417564,99792.2859695263
"6401","TCA",2081,"Int2020$_perkm2_peryear",892266.940963198,157189.779680923,99067.8390621963
"6402","TCA",2082,"Int2020$_perkm2_peryear",898523.210419863,157371.364767048,98348.6677113933
"6403","TCA",2083,"Int2020$_perkm2_peryear",904823.347500585,157553.159919027,97634.7333816691
"6404","TCA",2084,"Int2020$_perkm2_peryear",911167.659801423,157735.165380228,96925.9978199021
"6405","TCA",2085,"Int2020$_perkm2_peryear",917556.457075319,157917.381394308,96222.4230532256
"6406","TCA",2086,"Int2020$_perkm2_peryear",924162.677945748,158146.374449087,95654.5672312116
"6407","TCA",2087,"Int2020$_perkm2_peryear",930816.486259889,158375.701662781,95090.0854393347
"6408","TCA",2088,"Int2020$_perkm2_peryear",937518.224979529,158605.363525832,94528.9574949672
"6409","TCA",2089,"Int2020$_perkm2_peryear",944268.239539349,158835.3605294,93971.1633370024
"6410","TCA",2090,"Int2020$_perkm2_peryear",951066.877864795,159065.693165374,93416.6830251194
"6411","TCA",2091,"Int2020$_perkm2_peryear",957593.717383303,159174.40600607,92438.571396744
"6412","TCA",2092,"Int2020$_perkm2_peryear",964165.353281404,159283.193803295,91470.7102018525
"6413","TCA",2093,"Int2020$_perkm2_peryear",970782.09304876,159392.056609139,90512.9919211881
"6414","TCA",2094,"Int2020$_perkm2_peryear",977444.246285903,159500.994475731,89565.3101643007
"6415","TCA",2095,"Int2020$_perkm2_peryear",984152.124718765,159610.007455232,88627.5596576873
"6416","TCA",2096,"Int2020$_perkm2_peryear",991208.971154588,159838.504177584,88056.090219176
"6417","TCA",2097,"Int2020$_perkm2_peryear",998316.987433253,160067.369528247,87488.6756570171
"6418","TCA",2098,"Int2020$_perkm2_peryear",1005476.54821881,160296.604135415,86925.2849580049
"6419","TCA",2099,"Int2020$_perkm2_peryear",1012688.03094145,160526.208628375,86365.8873584745
"6420","TCA",2100,"Int2020$_perkm2_peryear",1019951.81581806,160756.183637507,85810.4523422299
"6421","TGO",2026,"Int2020$_perkm2_peryear",10067983.6844596,640791.344709826,25443.7102648737
"6422","TGO",2027,"Int2020$_perkm2_peryear",10327396.4286171,649983.429747265,26583.9481066204
"6423","TGO",2028,"Int2020$_perkm2_peryear",10593493.229279,659307.374286293,27775.2847198208
"6424","TGO",2029,"Int2020$_perkm2_peryear",10866446.3085598,668765.069837712,29020.0100516666
"6425","TGO",2030,"Int2020$_perkm2_peryear",11146432.3260676,678358.435045856,30320.5166713508
"6426","TGO",2031,"Int2020$_perkm2_peryear",11404384.744988,686974.494667802,31498.0385102039
"6427","TGO",2032,"Int2020$_perkm2_peryear",11668306.737713,695699.989773374,32721.2903640174
"6428","TGO",2033,"Int2020$_perkm2_peryear",11938336.4530202,704536.310339608,33992.0481949846
"6429","TGO",2034,"Int2020$_perkm2_peryear",12214615.2367473,713484.863998121,35312.1569362308
"6430","TGO",2035,"Int2020$_perkm2_peryear",12497287.7057789,722547.076259328,36683.5331703541
"6431","TGO",2036,"Int2020$_perkm2_peryear",12793622.7477878,732349.951290339,38291.2097018454
"6432","TGO",2037,"Int2020$_perkm2_peryear",13096984.4710406,742285.822996626,39969.3435640938
"6433","TGO",2038,"Int2020$_perkm2_peryear",13407539.491841,752356.4957586,41721.0225893586
"6434","TGO",2039,"Int2020$_perkm2_peryear",13725458.3772895,762563.798436888,43549.4699358904
"6435","TGO",2040,"Int2020$_perkm2_peryear",14050915.7389653,772909.584704477,45458.0500186673
"6436","TGO",2041,"Int2020$_perkm2_peryear",14402814.8528942,784478.205513836,47776.3341011049
"6437","TGO",2042,"Int2020$_perkm2_peryear",14763527.1280921,796219.981101036,50212.8467719811
"6438","TGO",2043,"Int2020$_perkm2_peryear",15133273.2863751,808137.503181854,52773.617490425
"6439","TGO",2044,"Int2020$_perkm2_peryear",15512279.5774421,820233.402263902,55464.9832078382
"6440","TGO",2045,"Int2020$_perkm2_peryear",15900777.9173176,832510.348227238,58293.6040494845
"6441","TGO",2046,"Int2020$_perkm2_peryear",16313651.4599253,845883.410443479,61611.5471414018
"6442","TGO",2047,"Int2020$_perkm2_peryear",16737245.519672,859471.29136248,65118.3402202212
"6443","TGO",2048,"Int2020$_perkm2_peryear",17171838.4614221,873277.441732788,68824.7322097679
"6444","TGO",2049,"Int2020$_perkm2_peryear",17617715.8779561,887305.367734191,72742.0838388528
"6445","TGO",2050,"Int2020$_perkm2_peryear",18075170.7776479,901558.631868122,76882.4024638589
"6446","TGO",2051,"Int2020$_perkm2_peryear",18551028.4683774,916630.024694265,81564.0733622718
"6447","TGO",2052,"Int2020$_perkm2_peryear",19039413.8715482,931953.366615775,86530.8295558717
"6448","TGO",2053,"Int2020$_perkm2_peryear",19540656.7991648,947532.869476068,91800.0310059388
"6449","TGO",2054,"Int2020$_perkm2_peryear",20055095.7460593,963372.815528126,97390.0947898586
"6450","TGO",2055,"Int2020$_perkm2_peryear",20583078.1184794,979477.558611518,103320.559473057
"6451","TGO",2056,"Int2020$_perkm2_peryear",21131004.3685711,996491.067166033,110039.885770233
"6452","TGO",2057,"Int2020$_perkm2_peryear",21693516.5408371,1013800.10007513,117196.195240151
"6453","TGO",2058,"Int2020$_perkm2_peryear",22271002.9158634,1031409.79059182,124817.906549326
"6454","TGO",2059,"Int2020$_perkm2_peryear",22863862.1103547,1049325.36113365,132935.286537518
"6455","TGO",2060,"Int2020$_perkm2_peryear",23472503.3522832,1067552.12483146,141580.570411413
"6456","TGO",2061,"Int2020$_perkm2_peryear",24089655.5663026,1086154.21917344,150953.051445543
"6457","TGO",2062,"Int2020$_perkm2_peryear",24723034.2922348,1105080.45498436,160945.98061376
"6458","TGO",2063,"Int2020$_perkm2_peryear",25373066.1666257,1124336.48042888,171600.43091325
"6459","TGO",2064,"Int2020$_perkm2_peryear",26040189.0433883,1143928.04209091,182960.194329299
"6460","TGO",2065,"Int2020$_perkm2_peryear",26724852.2887361,1163860.98668861,195071.961829379
"6461","TGO",2066,"Int2020$_perkm2_peryear",27404955.0238469,1183795.49636035,207938.279086322
"6462","TGO",2067,"Int2020$_perkm2_peryear",28102365.2346102,1204071.44257856,221653.217119946
"6463","TGO",2068,"Int2020$_perkm2_peryear",28817523.3672968,1224694.67343866,236272.748218841
"6464","TGO",2069,"Int2020$_perkm2_peryear",29550881.0767976,1245671.1372018,251856.536423176
"6465","TGO",2070,"Int2020$_perkm2_peryear",30302901.5118641,1267006.88401037,268468.18102072
"6466","TGO",2071,"Int2020$_perkm2_peryear",31032280.4803729,1287784.81066897,285586.491020546
"6467","TGO",2072,"Int2020$_perkm2_peryear",31779215.314926,1308903.47915123,303796.314123102
"6468","TGO",2073,"Int2020$_perkm2_peryear",32544128.5783422,1330368.4773578,323167.2483701
"6469","TGO",2074,"Int2020$_perkm2_peryear",33327453.004361,1352185.48482659,343773.329576288
"6470","TGO",2075,"Int2020$_perkm2_peryear",34129631.7424541,1374360.27423549,365693.314294717
"6471","TGO",2076,"Int2020$_perkm2_peryear",34901317.4515998,1395869.93670586,388225.013474136
"6472","TGO",2077,"Int2020$_perkm2_peryear",35690451.3078042,1417716.23985791,412144.972837885
"6473","TGO",2078,"Int2020$_perkm2_peryear",36497427.8212053,1439904.45234467,437538.728160436
"6474","TGO",2079,"Int2020$_perkm2_peryear",37322650.4219863,1462439.92527715,464497.085387365
"6475","TGO",2080,"Int2020$_perkm2_peryear",38166531.6620601,1485328.09351485,493116.445349822
"6476","TGO",2081,"Int2020$_perkm2_peryear",38969411.8977192,1507257.81036056,522071.967494616
"6477","TGO",2082,"Int2020$_perkm2_peryear",39789181.7129322,1529511.3024604,552727.741721009
"6478","TGO",2083,"Int2020$_perkm2_peryear",40626196.4009111,1552093.35010478,585183.60588123
"6479","TGO",2084,"Int2020$_perkm2_peryear",41480818.7288999,1575008.80416138,619545.260250396
"6480","TGO",2085,"Int2020$_perkm2_peryear",42353419.0954008,1598262.58711719,655924.611764735
"6481","TGO",2086,"Int2020$_perkm2_peryear",43172007.6779298,1620204.92235782,692032.598201794
"6482","TGO",2087,"Int2020$_perkm2_peryear",44006417.5868537,1642448.50101094,730128.292770477
"6483","TGO",2088,"Int2020$_perkm2_peryear",44856954.6099324,1664997.45880745,770321.116792953
"6484","TGO",2089,"Int2020$_perkm2_peryear",45723930.4450593,1687855.98825714,812726.51512449
"6485","TGO",2090,"Int2020$_perkm2_peryear",46607662.8144901,1711028.3394282,857466.287742873
"6486","TGO",2091,"Int2020$_perkm2_peryear",47440634.501774,1733059.28413179,902177.875071129
"6487","TGO",2092,"Int2020$_perkm2_peryear",48288493.0507862,1755373.89598066,949220.896381091
"6488","TGO",2093,"Int2020$_perkm2_peryear",49151504.5193724,1777975.8274305,998716.921599835
"6489","TGO",2094,"Int2020$_perkm2_peryear",50029939.7203605,1800868.77796546,1050793.85977762
"6490","TGO",2095,"Int2020$_perkm2_peryear",50924074.3065429,1824056.49470371,1105586.28963409
"6491","TGO",2096,"Int2020$_perkm2_peryear",51753958.0634088,1845739.78288402,1159241.60730552
"6492","TGO",2097,"Int2020$_perkm2_peryear",52597366.014072,1867680.82897241,1215500.87651052
"6493","TGO",2098,"Int2020$_perkm2_peryear",53454518.5554466,1889882.69704011,1274490.46987882
"6494","TGO",2099,"Int2020$_perkm2_peryear",54325639.6761407,1912348.48758216,1336342.89304261
"6495","TGO",2100,"Int2020$_perkm2_peryear",55210957.0149925,1935081.33795046,1401197.08227815
"6496","THA",2026,"Int2020$_perkm2_peryear",5022093.37681157,215602.269995067,101930.78977956
"6497","THA",2027,"Int2020$_perkm2_peryear",5097752.37465702,217610.403882203,105471.648006069
"6498","THA",2028,"Int2020$_perkm2_peryear",5174585.97540044,219637.427633449,109136.109671738
"6499","THA",2029,"Int2020$_perkm2_peryear",5252612.85251427,221683.520575682,112928.516219511
"6500","THA",2030,"Int2020$_perkm2_peryear",5331851.98230073,223748.863753057,116853.362778612
"6501","THA",2031,"Int2020$_perkm2_peryear",5398080.1064186,225514.65984836,120429.226011774
"6502","THA",2032,"Int2020$_perkm2_peryear",5465163.03672906,227294.560312131,124115.179522851
"6503","THA",2033,"Int2020$_perkm2_peryear",5533112.1538604,229088.679140838,127914.637110069
"6504","THA",2034,"Int2020$_perkm2_peryear",5601938.99394992,230897.13126317,131831.119347897
"6505","THA",2035,"Int2020$_perkm2_peryear",5671655.25081569,232720.032547749,135868.256961708
"6506","THA",2036,"Int2020$_perkm2_peryear",5733744.80965305,234418.00470088,139917.012810486
"6507","THA",2037,"Int2020$_perkm2_peryear",5796542.69598889,236128.536683567,144087.002702806
"6508","THA",2038,"Int2020$_perkm2_peryear",5860057.2467852,237851.722592909,148381.877829532
"6509","THA",2039,"Int2020$_perkm2_peryear",5924296.89965075,239587.657239542,152805.400109118
"6510","THA",2040,"Int2020$_perkm2_peryear",5989270.19408142,241336.436153124,157361.445573692
"6511","THA",2041,"Int2020$_perkm2_peryear",6047753.35256141,242992.012748217,161875.670127136
"6512","THA",2042,"Int2020$_perkm2_peryear",6106826.80723582,244659.052490185,166519.982113767
"6513","THA",2043,"Int2020$_perkm2_peryear",6166496.67751558,246337.635443237,171298.150017694
"6514","THA",2044,"Int2020$_perkm2_peryear",6226769.14771119,248027.842235598,176214.052160235
"6515","THA",2045,"Int2020$_perkm2_peryear",6287650.46773426,249729.754063521,181271.679924081
"6516","THA",2046,"Int2020$_perkm2_peryear",6342272.40898612,251328.834552007,186225.447407787
"6517","THA",2047,"Int2020$_perkm2_peryear",6397382.72847135,252938.232805952,191315.049148575
"6518","THA",2048,"Int2020$_perkm2_peryear",6452985.88555825,254558.015844671,196544.224236224
"6519","THA",2049,"Int2020$_perkm2_peryear",6509086.38104796,256188.25112554,201916.815144886
"6520","THA",2050,"Int2020$_perkm2_peryear",6565688.75756515,257829.00654688,207436.770606258
"6521","THA",2051,"Int2020$_perkm2_peryear",6617281.8508194,259379.067222071,212883.739885648
"6522","THA",2052,"Int2020$_perkm2_peryear",6669290.34398692,260938.505026017,218474.335557948
"6523","THA",2053,"Int2020$_perkm2_peryear",6721717.64211474,262507.377004437,224212.363224753
"6524","THA",2054,"Int2020$_perkm2_peryear",6774567.17859436,264085.740551957,230101.729895453
"6525","THA",2055,"Int2020$_perkm2_peryear",6827842.41540071,265673.653414265,236146.446707273
"6526","THA",2056,"Int2020$_perkm2_peryear",6877371.84226003,267217.284704397,242130.96770729
"6527","THA",2057,"Int2020$_perkm2_peryear",6927265.80984781,268769.922189734,248267.77171501
"6528","THA",2058,"Int2020$_perkm2_peryear",6977527.02805496,270331.6186045,254560.751883697
"6529","THA",2059,"Int2020$_perkm2_peryear",7028158.22708761,271902.426992706,261013.901429338
"6530","THA",2060,"Int2020$_perkm2_peryear",7079162.15762058,273482.40070997,267631.316218221
"6531","THA",2061,"Int2020$_perkm2_peryear",7127329.8640443,275041.309603422,274338.419283092
"6532","THA",2062,"Int2020$_perkm2_peryear",7175831.19368313,276609.181362091,281214.310691342
"6533","THA",2063,"Int2020$_perkm2_peryear",7224668.49188752,278186.067974759,288263.257103888
"6534","THA",2064,"Int2020$_perkm2_peryear",7273844.12073834,279772.02173458,295489.633556676
"6535","THA",2065,"Int2020$_perkm2_peryear",7323360.459168,281367.095240881,302897.926227984
"6536","THA",2066,"Int2020$_perkm2_peryear",7368691.42503418,282893.210907688,310259.783832524
"6537","THA",2067,"Int2020$_perkm2_peryear",7414305.33924141,284427.690536862,317802.414720599
"6538","THA",2068,"Int2020$_perkm2_peryear",7460203.9775905,285970.580429374,325530.314430833
"6539","THA",2069,"Int2020$_perkm2_peryear",7506389.12709499,287521.927145109,333448.092054217
"6540","THA",2070,"Int2020$_perkm2_peryear",7552862.58605229,289081.77750433,341560.473157086
"6541","THA",2071,"Int2020$_perkm2_peryear",7598564.66828837,290676.871650574,350130.567038727
"6542","THA",2072,"Int2020$_perkm2_peryear",7644546.36579186,292280.843571707,358917.738642194
"6543","THA",2073,"Int2020$_perkm2_peryear",7690809.4039077,293893.743093678,367927.546722277
"6544","THA",2074,"Int2020$_perkm2_peryear",7737355.51871364,295515.620324392,377165.694179242
"6545","THA",2075,"Int2020$_perkm2_peryear",7784186.45708763,297146.525655316,386638.031851137
"6546","THA",2076,"Int2020$_perkm2_peryear",7828412.85860908,298738.896890335,396201.811405643
"6547","THA",2077,"Int2020$_perkm2_peryear",7872894.87492683,300339.905851951,406003.950271182
"6548","THA",2078,"Int2020$_perkm2_peryear",7917634.00998544,301949.599964983,416050.43695951
"6549","THA",2079,"Int2020$_perkm2_peryear",7962631.77674971,303568.026917774,426347.411727623
"6550","THA",2080,"Int2020$_perkm2_peryear",8007889.69726009,305195.234663663,436901.170458014
"6551","THA",2081,"Int2020$_perkm2_peryear",8048622.24715184,306715.191845345,447240.933907147
