year,country,YNET,pop,capital,variable,value,CPC
2070,qat,0.761477113115233,4.156620224223522,Ports,Market,-561.1005253043904,104795.65368769995
2075,qat,0.7642970620793823,4.034290462176243,Ports,Market,-589.5172955113808,109197.43377100934
2080,qat,0.7669702100537936,3.9221569656764674,Ports,Market,-638.9498282348478,113562.99252208989
2085,qat,0.769494913466409,3.81955297975815,Ports,Market,-665.9220758913796,117874.00462480675
2090,qat,0.7718696142801014,3.725878114535955,Ports,Market,-706.5745168381363,122111.79913747674
2095,qat,0.7740928415916144,3.640592465510466,Ports,Market,-739.2978026884399,126257.4919342469
2100,qat,0.7761632131467919,3.563211401383185,Ports,Market,-772.334746022136,130292.12448306664
2030,rus,4.445646088404117,135.623055,Ports,Market,-194.1605053774246,24389.388367604526
2035,rus,4.80451366307856,134.17839,Ports,Market,-492.409126665401,26640.20379947997
2040,rus,5.167923118629059,132.732924,Ports,Market,-809.857214841545,28965.378490725976
2045,rus,5.5372842076911715,131.316436,Ports,Market,-1153.8794017119133,31368.27881715004
2050,rus,5.924264255424427,129.934473,Ports,Market,-1551.9923208877842,33915.18026470541
2055,rus,6.339285993657394,128.543727,Ports,Market,-1901.5441507094822,36681.29732717019
2060,rus,6.779435540373482,127.044751,Ports,Market,-2355.6027546381815,39688.36152484232
2065,rus,7.227135226727692,125.272058,Ports,Market,-2701.9602320568733,42905.15333825405
2070,rus,7.680536818530987,123.6114978144274,Ports,Market,-3208.9127077670614,46206.31382347989
2075,rus,8.137022688746805,122.05918879218659,Ports,Market,-3558.6263902940937,49571.8115180997
2080,rus,8.593771795855666,120.61153001308482,Ports,Market,-4059.3321284045105,52979.25606736217
2085,rus,9.047783509921441,119.26518732176979,Ports,Market,-4439.584910883518,56404.07646019885
2090,rus,9.495905976991478,118.01708048710219,Ports,Market,-4928.706289929179,59819.757099384704
2095,rus,9.934868759595016,116.8643714175087,Ports,Market,-5379.86039011238,63198.13040844738
2100,rus,10.361319374952197,115.80445336898744,Ports,Market,-5845.882553980967,66509.72298242732
2030,sau,4.68547702875605,51.3083549999999,Ports,Market,-902.5548859609768,62149.40311203626
2035,sau,4.8326136328524925,51.20038,Ports,Market,-2184.502453401136,64359.05392893888
2040,sau,4.9503740052282925,50.895884,Ports,Market,-3421.560502428233,66448.32686702984
2045,sau,5.050998242433715,50.489567,Ports,Market,-4642.31519816434,68474.77848246181
2050,sau,5.138637333733636,50.021689,Ports,Market,-5937.408292137652,70448.1310009809
2055,sau,5.214536575907517,49.475763,Ports,Market,-6898.832288391264,72414.62875536879
2060,sau,5.276375672391914,48.798165,Ports,Market,-8086.079893724119,74431.53627517135
2065,sau,5.321589524692382,47.984712,Ports,Market,-8775.016575355121,76486.249730763
2070,sau,5.36491075479935,47.22481370189783,Ports,Market,-9886.04608400643,78497.47948384876
2075,sau,5.406286022176106,46.51631063129621,Ports,Market,-10428.208064616869,80458.9306742017
2080,sau,5.445664030480708,45.85720782349256,Ports,Market,-11345.285107243057,82364.34299680027
2085,sau,5.482995632995737,45.245665430033405,Ports,Market,-11866.205552610649,84207.52366893634
2090,sau,5.518233934356393,44.67999012829219,Ports,Market,-12632.532996592961,85982.38073050349
2095,sau,5.551334388283704,44.158627277724335,Ports,Market,-13258.673020922184,87682.95642896122
2100,sau,5.582254891039069,43.680153771748955,Ports,Market,-13891.159224805137,89303.46043436903
2030,sdn,0.6259430268390698,91.147048,Ports,Market,-3.7603413612788894,6301.213345197022
2035,sdn,0.7448019909545898,94.400626,Ports,Market,-10.499870638202458,7209.806048180328
2040,sdn,0.8841364148310111,96.937165,Ports,Market,-19.058036221508132,8300.513363828877
2045,sdn,1.0445844921013292,98.89410400000001,Ports,Market,-29.941505838928265,9573.26732137075
2050,sdn,1.2270265232395865,100.201284,Ports,Market,-44.21560326361771,11052.774235212246
2055,sdn,1.431248485798298,101.033792,Ports,Market,-59.05376166558403,12733.13033051935
2060,sdn,1.6577442777331957,101.428301,Ports,Market,-79.2305213516298,14629.646170677705
2065,sdn,1.9050128366298,101.401662,Ports,Market,-97.96639719231102,16745.931908525094
2070,sdn,2.174956335071695,101.37636159661143,Ports,Market,-124.99231983658659,19043.366752527367
2075,sdn,2.466930491323613,101.3523987737804,Ports,Market,-148.40216592569965,21513.86589352944
2080,sdn,2.779702010024627,101.32977256841494,Ports,Market,-180.60737008150133,24144.302053213298
2085,sdn,3.111397516702239,101.30848207032052,Ports,Market,-210.0013687410228,26916.16825914931
2090,sdn,3.4594687438706933,101.28852642213901,Ports,Market,-246.9860373337445,29805.39254907279
2095,sdn,3.820677950642992,101.26990481929118,Ports,Market,-284.5874614711459,32782.33485531502
2100,sdn,4.191107095420968,101.25261650992265,Ports,Market,-325.259689016912,35811.99117785999
2030,sen,0.4597382639996,36.054076,Ports,Market,-129.4578243308506,10101.537710462362
2035,sen,0.5585347160149609,37.7355520000001,Ports,Market,-369.0782715067671,11709.586600440047
2040,sen,0.6720242966658415,39.231061,Ports,Market,-678.9988383023094,13533.405957403429
2045,sen,0.8001906150736564,40.491427,Ports,Market,-1075.0996098944327,15591.641731525704
2050,sen,0.9430966467192875,41.5104169999999,Ports,Market,-1592.9531070822088,17900.66081285512
2055,sen,1.1015446819756234,42.347248,Ports,Market,-2130.393514187749,20467.017515959036
2060,sen,1.2754001431026953,43.024147,Ports,Market,-2857.2393589063768,23292.638981062188
2065,sen,1.4644042267544108,43.54135100000001,Ports,Market,-3529.9242875372693,26390.622390394616
2070,sen,1.6705665527089049,44.03860136634602,Ports,Market,-4500.095749893635,29725.287670478356
2075,sen,1.8933746745076458,44.51506047436674,Ports,Market,-5338.817517042614,33283.56407477189
2080,sen,2.1318701891937284,44.969918120631,Ports,Market,-6492.667621743287,37046.100324892985
2085,sen,2.3846110556595246,45.40239380051678,Ports,Market,-7544.133484590508,40986.9337484199
2090,sen,2.649646246700185,45.811738923905345,Ports,Market,-8866.98702351384,45073.337085802
2095,sen,2.9245056894381625,46.197238960265864,Ports,Market,-10210.640524075809,49265.873513107166
2100,sen,3.2062080936767106,46.55821550458838,Ports,Market,-11663.21754900757,53518.68479960372
2030,sgp,0.76200529653751,6.600567,Ports,Market,-1089.4000324076662,67234.68238775276
2035,sgp,0.7511576826102762,6.530277,Ports,Market,-2520.0616233928745,67380.884594885
2040,sgp,0.7348919475101299,6.43407500000001,Ports,Market,-3769.8084737917907,67294.66105275706
2045,sgp,0.7135291197276198,6.310282,Ports,Market,-4867.194413564341,67003.55390189553
2050,sgp,0.6877969804729273,6.157328000000001,Ports,Market,-5898.190522310119,66570.27191386979
2055,sgp,0.6586586152176989,5.97513299999999,Ports,Market,-6467.401622544176,66067.60337603427
2060,sgp,0.6270228757376293,5.766198999999999,Ports,Market,-7131.7365134627025,65541.89828146446
2065,sgp,0.5936682779907253,5.535255,Ports,Market,-7265.407896293146,65008.06402130714
2070,sgp,0.5636669989225985,5.324645335958922,Ports,Market,-7708.89841689166,64523.08530807267
2075,sgp,0.5366810657680299,5.132712070523421,Ports,Market,-7683.100745041825,64085.727693777786
2080,sgp,0.5124145445679671,4.957975871173951,Ports,Market,-7923.1085095379485,63694.86898507346
2085,sgp,0.4906081554551343,4.799117007011629,Ports,Market,-7880.219517119378,63349.494485264426
2090,sgp,0.47103466183581555,4.654958704713969,Ports,Market,-8002.999422186288,63048.692676466235
2095,sgp,0.4534949187182618,4.524452569186731,Ports,Market,-8038.678925582431,62791.651316162075
2100,sgp,0.4378144838145005,4.40666581517601,Ports,Market,-8085.903174830424,62577.65392488497
2030,slb,0.014680818926380151,1.372868,Ports,Market,-0.03413480241554255,9128.44787889764
2035,slb,0.020416223998431526,1.418502999999999,Ports,Market,-0.11139692089342704,12252.012449705946
2040,slb,0.027866366252358367,1.455528999999999,Ports,Market,-0.23248442108564243,16251.938548284674
2045,slb,0.03725793480393565,1.482684,Ports,Market,-0.4133362433346126,21271.390512122056
2050,slb,0.048756583962256385,1.502371,Ports,Market,-0.6800009500765568,27394.18311452638
2055,slb,0.062494285264109016,1.515212,Ports,Market,-0.9979929593255527,34717.00864293015
2060,slb,0.0784846741450289,1.521234,Ports,Market,-1.4518257032032695,43304.583942676756
2065,slb,0.09673286389334174,1.519423999999999,Ports,Market,-1.9253421619237432,53285.15626134523
2070,slb,0.1180993241702041,1.517706545901549,Ports,Market,-2.6268473967011534,64943.159776065746
2075,slb,0.14281228896331472,1.5160813232446304,Ports,Market,-3.325091125308928,78392.76577070972
2080,slb,0.1710363455630928,1.5145480344042461,Ports,Market,-4.3011073430764535,93711.69657551359
2085,slb,0.20284998277767508,1.5131063984995672,Ports,Market,-5.299028374267973,110929.20832552662
2090,slb,0.2382229235762399,1.5117561513081657,Ports,Market,-6.582656401868077,130014.13703487009
2095,slb,0.27699477313057325,1.510497045185302,Ports,Market,-7.985489610104817,150863.8595462815
2100,slb,0.31885676214162806,1.5093288489882266,Ports,Market,-9.577491182808728,173295.14196667713
2030,sle,0.08670910981236112,14.863246,Ports,Market,-18.32438716493857,5521.349821177582
2035,sle,0.1067561217266464,15.16746,Ports,Market,-52.942954457581436,6630.874227320964
2040,sle,0.12952948639517314,15.34769,Ports,Market,-98.2199658570347,7914.1423899277725
2045,sle,0.1548015212538828,15.434238,Ports,Market,-156.0908890017897,9361.517855980768
2050,sle,0.18239343710984454,15.44472,Ports,Market,-231.2081172660815,10971.19546489381
2055,sle,0.21225780009554615,15.38374,Ports,Market,-308.0835081701231,12758.085569609024
2060,sle,0.2445639126304159,15.262545,Ports,Market,-411.1872270811373,14746.82617746754
2065,sle,0.27946356309049303,15.084406,Ports,Market,-505.5646360533595,16969.52776430357
2070,sle,0.31734945367476186,14.917149166332202,Ports,Market,-641.5681662190664,19393.424867326787
2075,sle,0.3581070879432095,14.760452269988432,Ports,Market,-757.8242687226565,22010.79546002261
2080,sle,0.40154416029277396,14.614015330678184,Ports,Market,-917.7889135997373,24808.24983495711
2085,sle,0.44738494093053077,14.477559656896823,Ports,Market,-1062.2341307871864,27766.30866951451
2090,sle,0.4952668357642127,14.350826959316572,Ports,Market,-1243.8685987436188,30859.15575355166
2095,sle,0.5447395788468438,14.233578533540008,Ports,Market,-1427.369872688923,34054.60252083234
2100,sle,0.5952674488333908,14.125594508585383,Ports,Market,-1625.121679665154,37314.29542890342
2030,slv,0.14750694242235196,6.027293,Ports,Market,-34.83997798025965,20843.722767990315
2035,slv,0.169305155092796,5.894678,Ports,Market,-93.83962128917074,24394.978077895215
2040,slv,0.19293148230221613,5.757728,Ports,Market,-163.50645994782118,28382.078868416127
2045,slv,0.2173266214080192,5.616192,Ports,Market,-244.91531193174737,32686.003512214025
2050,slv,0.24229893977134426,5.473626,Ports,Market,-343.2780725287132,37287.433984845025
2055,slv,0.2680339864552155,5.333979999999999,Ports,Market,-434.8058086902735,42210.11129050586
2060,slv,0.29471883141661626,5.20390600000001,Ports,Market,-553.8036421940626,47440.03480550478
2065,slv,0.32281202418424976,5.092686000000009,Ports,Market,-652.6823646340737,52948.60363076784
2070,slv,0.35204456205958995,4.989285187211692,Ports,Market,-795.4325729876044,58775.01705301264
2075,slv,0.38224639927331344,4.893315454347663,Ports,Market,-904.0650381778186,64886.142942948965
2080,slv,0.4132174216159208,4.804420811917983,Ports,Market,-1055.5742709052608,71240.05154023864
2085,slv,0.4447283953113631,4.722275180125015,Ports,Market,-1180.1424409937927,77786.03145276605
2090,slv,0.47652270027315163,4.646580387761332,Ports,Market,-1337.5792725851977,84464.86755544349
2095,slv,0.5083188729466314,4.577064360856009,Ports,Market,-1488.6222610341356,91209.39942453564
2100,slv,0.5398139593335748,4.5134794856028115,Ports,Market,-1647.094586757175,97945.36934007455
2030,sur,0.016133557061813592,0.769513999999999,Ports,Market,-12.889847778778293,12722.193463489664
2035,sur,0.01798210469245057,0.773467,Ports,Market,-33.7138875958314,14174.14225285015
2040,sur,0.019882673943485214,0.775578,Ports,Market,-56.99789980439421,15703.172395589176
2045,sur,0.021806836248101633,0.775697,Ports,Market,-83.12811256799,17300.91756933749
2050,sur,0.023748905892936652,0.7742150000000001,Ports,Market,-113.81261553443453,18965.821525053365
2055,sur,0.025715312516466384,0.770702,Ports,Market,-141.107314471145,20725.577509083098
2060,sur,0.027709244369174848,0.7657209999999991,Ports,Market,-176.12655971313623,22581.763557065286
2065,sur,0.029741700915231945,0.7593240000000011,Ports,Market,-203.40902844510558,24554.756207185117
2070,sur,0.031814160135524405,0.7532976198346425,Ports,Market,-243.15233366555805,26597.13963107971
2075,sur,0.033914354837586314,0.7476337286958692,Ports,Market,-271.3264168355656,28697.947088679146
2080,sur,0.0360288128805451,0.7423247179490096,Ports,Market,-311.32383630470974,30844.54275859746
2085,sur,0.03814296642757409,0.7373634840575861,Ports,Market,-342.37834117067007,33022.68889405627
2090,sur,0.040241289304108405,0.7327434127057019,Ports,Market,-382.0850728076938,35216.65188537874
2095,sur,0.04230746150082224,0.7284583640682035,Ports,Market,-419.099835890143,37409.34787492402
2100,sur,0.044324559093008496,0.7245026591825953,Ports,Market,-457.4789349215616,39582.52747778641
2030,svn,0.10364893336924344,1.975661,Ports,Market,-22.581143710001406,39721.75104626465
2035,svn,0.10654186084545908,1.949930999999999,Ports,Market,-54.46932944345129,41351.26559511773
2040,svn,0.10895595366260835,1.924056,Ports,Market,-85.17231813474997,42838.35108351286
2045,svn,0.11090500225887225,1.898384,Ports,Market,-115.28421078783086,44175.166148986
2050,svn,0.11250545922333591,1.872974999999999,Ports,Market,-147.02250985519876,45400.88198829543
2055,svn,0.11385692216508489,1.847823,Ports,Market,-170.36508636360657,46551.45022312773
2060,svn,0.11494866518775636,1.82244,Ports,Market,-199.23587438552516,47631.715806026645
2065,svn,0.11563205801317591,1.795359,Ports,Market,-215.64833879776089,48616.51135000257
2070,svn,0.11628514095911831,1.7700143460058766,Ports,Market,-242.3514604938648,49569.60988507241
2075,svn,0.1169073455563975,1.7463425748343886,Ports,Market,-255.04320527127197,50488.394880368745
2080,svn,0.11749812749285891,1.7242848951419287,Ports,Market,-276.8578261360668,51370.310196335864
2085,svn,0.11805696740420676,1.7037869432772468,Ports,Market,-288.9660883849172,52212.871912608825
2090,svn,0.11858337163245321,1.684798559210738,Ports,Market,-307.0261854866499,53013.67997519927
2095,svn,0.11907687295044347,1.6672735812430735,Ports,Market,-321.6557966592913,53770.42958661835
2100,svn,0.11953703125097379,1.6511696583128983,Ports,Market,-336.42834651857515,54480.92226328853
2030,swe,0.8050034375191905,12.41803,Ports,Market,-53.42100100604713,47028.96240812823
2035,swe,0.8527750585831785,12.617617,Ports,Market,-132.80041436600249,49055.131809351216
2040,swe,0.8989791615557784,12.810313,Ports,Market,-214.05743416260913,50959.36567930821
2045,swe,0.9429374934166783,12.979937,Ports,Market,-298.56217763200215,52777.78791234607
2050,swe,0.9840245541582563,13.103605,Ports,Market,-391.69620187555086,54583.65850541396
2055,swe,1.022368458239905,13.178967,Ports,Market,-465.9741123732115,56413.11845509169
2060,swe,1.0587454285626483,13.229018,Ports,Market,-558.9698007108002,58227.00011198961
2065,swe,1.0930574952457746,13.272286,Ports,Market,-620.9320223099253,59946.53574134355
2070,swe,1.126710352316872,13.313525040351719,Ports,Market,-715.2648637305031,61630.0164547264
2075,swe,1.1595735730009742,13.352714996953285,Ports,Market,-770.5546691487764,63271.47122815337
2080,swe,1.1915163422298278,13.389836685170426,Ports,Market,-855.1829851894432,64864.93299760863
2085,swe,1.2224082919549877,13.424871875458562,Ports,Market,-911.3909934534006,66404.47348460708
2090,swe,1.2521203599101534,13.45780330825505,Ports,Market,-987.4858683143174,67884.23879736832
2095,swe,1.2805256642334077,13.488614708124574,Ports,Market,-1053.6234728849402,69298.4855205889
2100,swe,1.3075003859341496,13.517290797141479,Ports,Market,-1120.895512119504,70641.6169930098
2030,tgo,0.10899777051800028,16.678927,Ports,Market,-73.4933760260098,5460.9211491365895
2035,tgo,0.13468483322419977,17.249138,Ports,Market,-213.10808639424843,6509.205461628859
2040,tgo,0.164657555285584,17.718718,Ports,Market,-398.3626840341092,7728.297662913427
2045,tgo,0.19899597665724023,18.074122,Ports,Market,-640.1952937051357,9134.333074275843
2050,tgo,0.2376680813571335,18.341722,Ports,Market,-961.2372260199994,10724.406684655922
2055,tgo,0.28075326902071024,18.528816,Ports,Market,-1300.1560028389226,12510.362871002158
