year,country,YNET,pop,capital,variable,value,CPC
2030,pan,0.2844376120043239,5.794318000000001,Fisheries & Mariculture,Non-market Use,-1.0124972960778227,33239.71216150677
2035,pan,0.3058606021688609,5.831255000000001,Fisheries & Mariculture,Non-market Use,-2.5952716724607328,35588.90257837893
2040,pan,0.32732492327634927,5.843638,Fisheries & Mariculture,Non-market Use,-4.305464364241495,38082.68959604479
2045,pan,0.34879182756777205,5.835653000000001,Fisheries & Mariculture,Non-market Use,-6.177744168721229,40717.92714968404
2050,pan,0.3703149161097695,5.807453000000001,Fisheries & Mariculture,Non-market Use,-8.341012459975154,43528.082158480334
2055,pan,0.391797965300783,5.76393,Fisheries & Mariculture,Non-market Use,-10.223116810489232,46494.433368130325
2060,pan,0.4132073937496638,5.705196,Fisheries & Mariculture,Non-market Use,-12.63600916321114,49639.41936065305
2065,pan,0.43443922830305,5.632357,Fisheries & Mariculture,Non-market Use,-14.461268041360068,52970.97760600538
2070,pan,0.4556458786690364,5.56404339798758,Fisheries & Mariculture,Non-market Use,-17.17385806116842,56351.34395070599
2075,pan,0.4767170846819297,5.5001102007127765,Fisheries & Mariculture,Non-market Use,-19.082874525028846,59761.72784363137
2080,pan,0.4975379646087315,5.440422654855761,Fisheries & Mariculture,Non-market Use,-21.84922919218694,63181.823931891035
2085,pan,0.5179899582727189,5.38485577220955,Fisheries & Mariculture,Non-market Use,-24.02193064949294,66589.97853859128
2090,pan,0.5379518658899108,5.333293892092902,Fisheries & Mariculture,Non-market Use,-26.84345381075315,69963.38862971934
2095,pan,0.5573009715228696,5.285630278842049,Fisheries & Mariculture,Non-market Use,-29.52314846259686,73278.33144119487
2100,pan,0.5759142379644168,5.241766752414145,Fisheries & Mariculture,Non-market Use,-32.349269064132734,76510.42212718344
2030,per,1.239227477050633,39.75769200000001,Fisheries & Mariculture,Non-market Use,-15.627133627209783,24724.502677424385
2035,per,1.3823295616537863,39.5500139999999,Fisheries & Mariculture,Non-market Use,-39.594425826104974,27686.12954041364
2040,per,1.5312345078837573,39.211423,Fisheries & Mariculture,Non-market Use,-64.98541739848564,30890.516002530363
2045,per,1.6838585608836443,38.760054,Fisheries & Mariculture,Non-market Use,-92.29782094363956,34317.46715879445
2050,per,1.8398060709970698,38.22769400000001,Fisheries & Mariculture,Non-market Use,-123.50307821557644,37965.14249271412
2055,per,1.9985143364905296,37.644158,Fisheries & Mariculture,Non-market Use,-150.1857846159895,41821.2516610642
2060,per,2.1594734089180254,37.015646,Fisheries & Mariculture,Non-market Use,-184.41290585827082,45892.87778884898
2065,per,2.3226569116358022,36.351131,Fisheries & Mariculture,Non-market Use,-209.94268362307403,50193.1526811264
2070,per,2.4893958603270816,35.73117482726046,Fisheries & Mariculture,Non-market Use,-248.07972473755635,54653.469462075496
2075,per,2.6586989418170064,35.15386458725268,Fisheries & Mariculture,Non-market Use,-274.3545038374845,59246.13710774466
2080,per,2.829470868702115,34.61743656497074,Fisheries & Mariculture,Non-market Use,-312.7267272733926,63939.06874503655
2085,per,3.000521075770536,34.120267214281114,Fisheries & Mariculture,Non-market Use,-342.38353522682735,68695.99574413625
2090,per,3.170574873527672,33.660864938121364,Fisheries & Mariculture,Non-market Use,-381.0963274470946,73476.79983839423
2095,per,3.338286991652485,33.23786260108127,Fisheries & Mariculture,Non-market Use,-417.6049058796017,78237.96419652451
2100,per,3.5022573769239527,32.85001072155086,Fisheries & Mariculture,Non-market Use,-456.025271878556,82933.1405155104
2030,phl,4.694194348237184,164.256327,Fisheries & Mariculture,Non-market Use,-283.95150539107686,21531.284541971403
2035,phl,5.234438336221783,166.081756,Fisheries & Mariculture,Non-market Use,-731.2623998382281,23737.54357317542
2040,phl,5.7771553512009,167.214079,Fisheries & Mariculture,Non-market Use,-1218.8213636291555,26012.698443785772
2045,phl,6.321385581998345,167.689425,Fisheries & Mariculture,Non-market Use,-1756.2108561708105,28373.13642992274
2050,phl,6.867604610728442,167.365827,Fisheries & Mariculture,Non-market Use,-2378.1014431477593,30874.201029243955
2055,phl,7.415414677804664,166.372414,Fisheries & Mariculture,Non-market Use,-2919.2847981533178,33524.923862871045
2060,phl,7.966847815897338,164.906753,Fisheries & Mariculture,Non-market Use,-3613.33581765502,36326.04808477604
2065,phl,8.519111060953202,163.138451,Fisheries & Mariculture,Non-market Use,-4143.840764742189,39252.232952677616
2070,phl,9.080129976692868,161.47657759739172,Fisheries & Mariculture,Non-market Use,-4930.80036121833,42253.749434360674
2075,phl,9.646622515034817,159.9182095200895,Fisheries & Mariculture,Non-market Use,-5489.096231610689,45312.32465670122
2080,phl,10.215022200899122,158.4606213261653,Fisheries & Mariculture,Non-market Use,-6295.864271487819,48407.55466410494
2085,phl,10.78150786141135,157.1012774375021,Fisheries & Mariculture,Non-market Use,-6933.3651313051,51517.067115225946
2090,phl,11.342039829863515,155.83782476785024,Fisheries & Mariculture,Non-market Use,-7759.724051459541,54616.736308301406
2095,phl,11.89240232036396,154.66808591519788,Fisheries & Mariculture,Non-market Use,-8546.673673494342,57680.94936594962
2100,phl,12.428251498316325,153.59005289080736,Fisheries & Mariculture,Non-market Use,-9377.355760226194,60682.92087795053
2030,pol,1.7578118287368891,32.834282,Fisheries & Mariculture,Non-market Use,-10.679105196884072,42845.752266405165
2035,pol,1.7848606195523409,31.978964,Fisheries & Mariculture,Non-market Use,-26.491160138454283,44599.06540194869
2040,pol,1.7999260475350114,31.091824,Fisheries & Mariculture,Non-market Use,-42.63818307642295,46186.61896017627
2045,pol,1.805811324321228,30.228751,Fisheries & Mariculture,Non-market Use,-59.562985459960686,47586.16303537917
2050,pol,1.8086438889589818,29.440769,Fisheries & Mariculture,Non-market Use,-78.70421848574794,48859.855719829044
2055,pol,1.8139861352187898,28.760532,Fisheries & Mariculture,Non-market Use,-94.9461448031025,50084.57476247045
2060,pol,1.8237239934423664,28.185583,Fisheries & Mariculture,Non-market Use,-116.19359272652198,51299.914316834016
2065,pol,1.8353037525055198,27.682684,Fisheries & Mariculture,Non-market Use,-132.29401339580573,52480.847679168175
2070,pol,1.8463743731538347,27.21345423825016,Fisheries & Mariculture,Non-market Use,-156.3424186289254,53623.18838088644
2075,pol,1.8569255933014797,26.776455754640097,Fisheries & Mariculture,Non-market Use,-172.91843244963673,54723.30599195424
2080,pol,1.866947580394406,26.37036250834571,Fisheries & Mariculture,Non-market Use,-197.12212615872124,55777.65241404018
2085,pol,1.8764309466240503,25.993953648962965,Fisheries & Mariculture,Non-market Use,-215.83504802628212,56782.78091685187
2090,pol,1.8853667635316587,25.646107376913797,Fisheries & Mariculture,Non-market Use,-240.25925635412028,57735.36490246766
2095,pol,1.8937465759715424,25.32579534974658,Fisheries & Mariculture,Non-market Use,-263.29631253070323,58632.21625476843
2100,pol,1.9015624154027986,25.03207759513654,Fisheries & Mariculture,Non-market Use,-287.54079663007593,59470.303132265144
2030,prt,0.48703598135313864,9.292971,Fisheries & Mariculture,Non-market Use,-3.753896637023362,43184.03824668178
2035,prt,0.5074938647952311,9.16552,Fisheries & Mariculture,Non-market Use,-9.430051940016384,45526.78972880539
2040,prt,0.5253776937007146,9.04786500000001,Fisheries & Mariculture,Non-market Use,-15.410580161565736,47642.37957903771
2045,prt,0.5411203772416554,8.948879999999999,Fisheries & Mariculture,Non-market Use,-21.90006109456254,49506.90104067306
2050,prt,0.5553749355036194,8.866949,Fisheries & Mariculture,Non-market Use,-29.440383246350212,51170.92041522212
2055,prt,0.5679717148921483,8.78692199999999,Fisheries & Mariculture,Non-market Use,-36.02778637402188,52695.039359176095
2060,prt,0.5782079692681281,8.693437,Fisheries & Mariculture,Non-market Use,-44.51096980311914,54105.197814089246
2065,prt,0.5854562728382601,8.580326,Fisheries & Mariculture,Non-market Use,-50.92794741042851,55386.21955926352
2070,prt,0.5924284813985191,8.474268661403459,Fisheries & Mariculture,Non-market Use,-60.46663093359771,56624.88732765788
2075,prt,0.5991123936489567,8.375035216414554,Fisheries & Mariculture,Non-market Use,-67.17307474088321,57817.04428625736
2080,prt,0.6054961974405213,8.282412204697867,Fisheries & Mariculture,Non-market Use,-76.89471707044183,58958.624218860445
2085,prt,0.6115685042683427,8.196201705730832,Fisheries & Mariculture,Non-market Use,-84.52450835461201,60045.6744809404
2090,prt,0.6173183828697385,8.116220631691567,Fisheries & Mariculture,Non-market Use,-94.43498250282512,61074.37868701619
2095,prt,0.6227353917893642,8.04230007733431,Fisheries & Mariculture,Non-market Use,-103.84422389278913,62041.078949321265
2100,prt,0.6278096107767367,7.974284723610485,Fisheries & Mariculture,Non-market Use,-113.76657953905386,62942.29748716888
2030,rou,0.534356224883935,14.169633,Fisheries & Mariculture,Non-market Use,-1.6073187929746202,28818.697249337307
2035,rou,0.5440685030110011,13.600067,Fisheries & Mariculture,Non-market Use,-3.9292866757785507,30552.22429628151
2040,rou,0.5531097447668519,13.086751,Fisheries & Mariculture,Non-market Use,-6.259222765644581,32258.028475889238
2045,rou,0.5616013321572023,12.632409000000001,Fisheries & Mariculture,Non-market Use,-8.681175030660196,33910.03077197595
2050,rou,0.5701209748224585,12.233466,Fisheries & Mariculture,Non-market Use,-11.40602870527715,35524.7839138255
2055,rou,0.5791181297177432,11.881702,Fisheries & Mariculture,Non-market Use,-13.680285335822685,37130.43111612319
2060,rou,0.5886397464867762,11.563014,Fisheries & Mariculture,Non-market Use,-16.625024320326133,38756.75333022111
2065,rou,0.5976689645533815,11.254585,Fisheries & Mariculture,Non-market Use,-18.758476428197632,40404.27097271745
2070,rou,0.6063782969974834,10.969393061538561,Fisheries & Mariculture,Non-market Use,-21.979197618833933,42032.39472725057
2075,rou,0.6147494777008125,10.706057650951013,Fisheries & Mariculture,Non-market Use,-24.11314490208669,43633.34724311158
2080,rou,0.6227647384015689,10.463322507938871,Fisheries & Mariculture,Non-market Use,-27.27878144277576,45199.22895121886
2085,rou,0.6304068708410189,10.240045628896706,Fisheries & Mariculture,Non-market Use,-29.654294734926342,46722.08138463673
2090,rou,0.6376592877158768,10.035190279335056,Fisheries & Mariculture,Non-market Use,-32.78841050147504,48193.953372825345
2095,rou,0.6445060821376642,9.847816936029796,Fisheries & Mariculture,Non-market Use,-35.70735902619942,49606.96935720689
2100,rou,0.6509320853036831,9.677076070858675,Fisheries & Mariculture,Non-market Use,-38.768840298775416,50953.39901936078
2030,rus,4.445646088404117,135.623055,Fisheries & Mariculture,Non-market Use,-48.676162535790255,24389.388367604526
2035,rus,4.80451366307856,134.17839,Fisheries & Mariculture,Non-market Use,-122.65764814538096,26640.20379947997
2040,rus,5.167923118629059,132.732924,Fisheries & Mariculture,Non-market Use,-200.8660872582235,28965.378490725976
2045,rus,5.5372842076911715,131.316436,Fisheries & Mariculture,Non-market Use,-285.52938539073745,31368.27881715004
2050,rus,5.924264255424427,129.934473,Fisheries & Mariculture,Non-market Use,-383.3087377129973,33915.18026470541
2055,rus,6.339285993657394,128.543727,Fisheries & Mariculture,Non-market Use,-468.2812583577932,36681.29732717019
2060,rus,6.779435540373482,127.044751,Fisheries & Mariculture,Non-market Use,-577.9461210787696,39688.36152484232
2065,rus,7.227135226727692,125.272058,Fisheries & Mariculture,Non-market Use,-660.6351506357734,42905.15333825405
2070,rus,7.680536818530987,123.6114978144274,Fisheries & Mariculture,Non-market Use,-783.6596631024753,46206.31382347989
2075,rus,8.137022688746805,122.05918879218659,Fisheries & Mariculture,Non-market Use,-869.8295282291596,49571.8115180997
2080,rus,8.593771795855666,120.61153001308482,Fisheries & Mariculture,Non-market Use,-994.9094830704333,52979.25606736217
2085,rus,9.047783509921441,119.26518732176979,Fisheries & Mariculture,Non-market Use,-1092.795232324779,56404.07646019885
2090,rus,9.495905976991478,118.01708048710219,Fisheries & Mariculture,Non-market Use,-1220.0538731163342,59819.757099384704
2095,rus,9.934868759595016,116.8643714175087,Fisheries & Mariculture,Non-market Use,-1340.7236800694254,63198.13040844738
2100,rus,10.361319374952197,115.80445336898744,Fisheries & Mariculture,Non-market Use,-1467.923100683832,66509.72298242732
2030,sau,4.68547702875605,51.3083549999999,Fisheries & Mariculture,Non-market Use,-3.3388847536391557,62149.40311203626
2035,sau,4.8326136328524925,51.20038,Fisheries & Mariculture,Non-market Use,-8.48624897776259,64359.05392893888
2040,sau,4.9503740052282925,50.895884,Fisheries & Mariculture,Non-market Use,-13.965006705226111,66448.32686702984
2045,sau,5.050998242433715,50.489567,Fisheries & Mariculture,Non-market Use,-19.90507864735127,68474.77848246181
2050,sau,5.138637333733636,50.021689,Fisheries & Mariculture,Non-market Use,-26.755508550886262,70448.1310009809
2055,sau,5.214536575907517,49.475763,Fisheries & Mariculture,Non-market Use,-32.67976447650089,72414.62875536879
2060,sau,5.276375672391914,48.798165,Fisheries & Mariculture,Non-market Use,-40.24988524151836,74431.53627517135
2065,sau,5.321589524692382,47.984712,Fisheries & Mariculture,Non-market Use,-45.88184637132388,76486.249730763
2070,sau,5.36491075479935,47.22481370189783,Fisheries & Mariculture,Non-market Use,-54.28369554248785,78497.47948384876
2075,sau,5.406286022176106,46.51631063129621,Fisheries & Mariculture,Non-market Use,-60.10345776501264,80458.9306742017
2080,sau,5.445664030480708,45.85720782349256,Fisheries & Mariculture,Non-market Use,-68.58559012449197,82364.34299680027
2085,sau,5.482995632995737,45.245665430033405,Fisheries & Mariculture,Non-market Use,-75.16793250807346,84207.52366893634
2090,sau,5.518233934356393,44.67999012829219,Fisheries & Mariculture,Non-market Use,-83.74863513825035,85982.38073050349
2095,sau,5.551334388283704,44.158627277724335,Fisheries & Mariculture,Non-market Use,-91.8550938768003,87682.95642896122
2100,sau,5.582254891039069,43.680153771748955,Fisheries & Mariculture,Non-market Use,-100.39052631513516,89303.46043436903
2030,sdn,0.6259430268390698,91.147048,Fisheries & Mariculture,Non-market Use,-0.19165733322277007,6301.213345197022
2035,sdn,0.7448019909545898,94.400626,Fisheries & Mariculture,Non-market Use,-0.505576587978468,7209.806048180328
2040,sdn,0.8841364148310111,96.937165,Fisheries & Mariculture,Non-market Use,-0.8594454093350012,8300.513363828877
2045,sdn,1.0445844921013292,98.89410400000001,Fisheries & Mariculture,Non-market Use,-1.2598015749548583,9573.26732137075
2050,sdn,1.2270265232395865,100.201284,Fisheries & Mariculture,Non-market Use,-1.7317996214309193,11052.774235212246
2055,sdn,1.431248485798298,101.033792,Fisheries & Mariculture,Non-market Use,-2.1563664484845035,12733.13033051935
2060,sdn,1.6577442777331957,101.428301,Fisheries & Mariculture,Non-market Use,-2.7032723439370065,14629.646170677705
2065,sdn,1.9050128366298,101.401662,Fisheries & Mariculture,Non-market Use,-3.1329434966623935,16745.931908525094
2070,sdn,2.174956335071695,101.37636159661143,Fisheries & Mariculture,Non-market Use,-3.765349973354588,19043.366752527367
2075,sdn,2.466930491323613,101.3523987737804,Fisheries & Mariculture,Non-market Use,-4.23153291000527,21513.86589352944
2080,sdn,2.779702010024627,101.32977256841494,Fisheries & Mariculture,Non-market Use,-4.897019520696422,24144.302053213298
2085,sdn,3.111397516702239,101.30848207032052,Fisheries & Mariculture,Non-market Use,-5.438397265579505,26916.16825914931
2090,sdn,3.4594687438706933,101.28852642213901,Fisheries & Mariculture,Non-market Use,-6.134715369394728,29805.39254907279
2095,sdn,3.820677950642992,101.26990481929118,Fisheries & Mariculture,Non-market Use,-6.806715174375841,32782.33485531502
2100,sdn,4.191107095420968,101.25261650992265,Fisheries & Mariculture,Non-market Use,-7.519419643089671,35811.99117785999
2030,sen,0.4597382639996,36.054076,Fisheries & Mariculture,Non-market Use,-59.09634916224665,10101.537710462362
2035,sen,0.5585347160149609,37.7355520000001,Fisheries & Mariculture,Non-market Use,-157.5383296623904,11709.586600440047
2040,sen,0.6720242966658415,39.231061,Fisheries & Mariculture,Non-market Use,-271.13244123193556,13533.405957403429
2045,sen,0.8001906150736564,40.491427,Fisheries & Mariculture,Non-market Use,-402.08537622795035,15591.641731525704
2050,sen,0.9430966467192875,41.5104169999999,Fisheries & Mariculture,Non-market Use,-559.2485910683038,17900.66081285512
2055,sen,1.1015446819756234,42.347248,Fisheries & Mariculture,Non-market Use,-704.5382134078275,20467.017515959036
2060,sen,1.2754001431026953,43.024147,Fisheries & Mariculture,Non-market Use,-893.8535474600149,23292.638981062188
2065,sen,1.4644042267544108,43.54135100000001,Fisheries & Mariculture,Non-market Use,-1048.6554978296115,26390.622390394616
2070,sen,1.6705665527089049,44.03860136634602,Fisheries & Mariculture,Non-market Use,-1275.045298972825,29725.287670478356
2075,sen,1.8933746745076458,44.51506047436674,Fisheries & Mariculture,Non-market Use,-1448.752196740434,33283.56407477189
2080,sen,2.1318701891937284,44.969918120631,Fisheries & Mariculture,Non-market Use,-1694.1049559574885,37046.100324892985
2085,sen,2.3846110556595246,45.40239380051678,Fisheries & Mariculture,Non-market Use,-1899.8850294950844,40986.9337484199
2090,sen,2.649646246700185,45.811738923905345,Fisheries & Mariculture,Non-market Use,-2162.889790423841,45073.337085802
2095,sen,2.9245056894381625,46.197238960265864,Fisheries & Mariculture,Non-market Use,-2420.4529507566367,49265.873513107166
2100,sen,3.2062080936767106,46.55821550458838,Fisheries & Mariculture,Non-market Use,-2695.2424785875705,53518.68479960372
2030,slb,0.014680818926380151,1.372868,Fisheries & Mariculture,Non-market Use,-5.532867056102614,9128.44787889764
2035,slb,0.020416223998431526,1.418502999999999,Fisheries & Mariculture,Non-market Use,-14.560656566232577,12252.012449705946
2040,slb,0.027866366252358367,1.455528999999999,Fisheries & Mariculture,Non-market Use,-24.733607472910688,16251.938548284674
2045,slb,0.03725793480393565,1.482684,Fisheries & Mariculture,Non-market Use,-36.200866633242164,21271.390512122056
2050,slb,0.048756583962256385,1.502371,Fisheries & Mariculture,Non-market Use,-49.766851400544084,27394.18311452638
2055,slb,0.062494285264109016,1.515212,Fisheries & Mariculture,Non-market Use,-61.98233505612115,34717.00864293015
2060,slb,0.0784846741450289,1.521234,Fisheries & Mariculture,Non-market Use,-77.70792163738966,43304.583942676756
2065,slb,0.09673286389334174,1.519423999999999,Fisheries & Mariculture,Non-market Use,-89.97567028031061,53285.15626134523
2070,slb,0.1180993241702041,1.517706545901549,Fisheries & Mariculture,Non-market Use,-108.04261193559084,64943.159776065746
2075,slb,0.14281228896331472,1.5160813232446304,Fisheries & Mariculture,Non-market Use,-121.31787879313153,78392.76577070972
2080,slb,0.1710363455630928,1.5145480344042461,Fisheries & Mariculture,Non-market Use,-140.28668037281918,93711.69657551359
2085,slb,0.20284998277767508,1.5131063984995672,Fisheries & Mariculture,Non-market Use,-155.68013801538777,110929.20832552662
2090,slb,0.2382229235762399,1.5117561513081657,Fisheries & Mariculture,Non-market Use,-175.49087069964648,130014.13703487009
2095,slb,0.27699477313057325,1.510497045185302,Fisheries & Mariculture,Non-market Use,-194.5878303920704,150863.8595462815
2100,slb,0.31885676214162806,1.5093288489882266,Fisheries & Mariculture,Non-market Use,-214.8327859640921,173295.14196667713
2030,sle,0.08670910981236112,14.863246,Fisheries & Mariculture,Non-market Use,-54.98384540513837,5521.349821177582
2035,sle,0.1067561217266464,15.16746,Fisheries & Mariculture,Non-market Use,-142.9103060658022,6630.874227320964
2040,sle,0.12952948639517314,15.34769,Fisheries & Mariculture,Non-market Use,-239.39198788162537,7914.1423899277725
2045,sle,0.1548015212538828,15.434238,Fisheries & Mariculture,Non-market Use,-345.9039731820343,9361.517855980768
2050,sle,0.18239343710984454,15.44472,Fisheries & Mariculture,Non-market Use,-469.6161282272918,10971.19546489381
2055,sle,0.21225780009554615,15.38374,Fisheries & Mariculture,Non-market Use,-577.6389297366024,12758.085569609024
2060,sle,0.2445639126304159,15.262545,Fisheries & Mariculture,Non-market Use,-715.6426556752721,14746.82617746754
2065,sle,0.27946356309049303,15.084406,Fisheries & Mariculture,Non-market Use,-819.9253479270094,16969.52776430357
2070,sle,0.31734945367476186,14.917149166332202,Fisheries & Mariculture,Non-market Use,-974.7496572778315,19393.424867326787
2075,sle,0.3581070879432095,14.760452269988432,Fisheries & Mariculture,Non-market Use,-1084.1814351841695,22010.79546002261
2080,sle,0.40154416029277396,14.614015330678184,Fisheries & Mariculture,Non-market Use,-1242.51870857422,24808.24983495711
2085,sle,0.44738494093053077,14.477559656896823,Fisheries & Mariculture,Non-market Use,-1367.2851421235828,27766.30866951451
2090,sle,0.4952668357642127,14.350826959316572,Fisheries & Mariculture,Non-market Use,-1529.1486415653847,30859.15575355166
2095,sle,0.5447395788468438,14.233578533540008,Fisheries & Mariculture,Non-market Use,-1683.099879174445,34054.60252083234
2100,sle,0.5952674488333908,14.125594508585383,Fisheries & Mariculture,Non-market Use,-1845.5397923478768,37314.29542890342
2030,slv,0.14750694242235196,6.027293,Fisheries & Mariculture,Non-market Use,-1.8597590739570087,20843.722767990315
2035,slv,0.169305155092796,5.894678,Fisheries & Mariculture,Non-market Use,-4.632588405797259,24394.978077895215
2040,slv,0.19293148230221613,5.757728,Fisheries & Mariculture,Non-market Use,-7.4908426665027195,28382.078868416127
2045,slv,0.2173266214080192,5.616192,Fisheries & Mariculture,Non-market Use,-10.498451409443893,32686.003512214025
2050,slv,0.24229893977134426,5.473626,Fisheries & Mariculture,Non-market Use,-13.881967472950592,37287.433984845025
2055,slv,0.2680339864552155,5.333979999999999,Fisheries & Mariculture,Non-market Use,-16.705475610048452,42210.11129050586
2060,slv,0.29471883141661626,5.20390600000001,Fisheries & Mariculture,Non-market Use,-20.35221316639363,47440.03480550478
2065,slv,0.32281202418424976,5.092686000000009,Fisheries & Mariculture,Non-market Use,-23.089043279856917,52948.60363076784
2070,slv,0.35204456205958995,4.989285187211692,Fisheries & Mariculture,Non-market Use,-27.19308785872369,58775.01705301264
2075,slv,0.38224639927331344,4.893315454347663,Fisheries & Mariculture,Non-market Use,-29.979090563014147,64886.142942948965
2080,slv,0.4132174216159208,4.804420811917983,Fisheries & Mariculture,Non-market Use,-34.07119420323128,71240.05154023864
2085,slv,0.4447283953113631,4.722275180125015,Fisheries & Mariculture,Non-market Use,-37.19871696074195,77786.03145276605
2090,slv,0.47652270027315163,4.646580387761332,Fisheries & Mariculture,Non-market Use,-41.297063247591886,84464.86755544349
2095,slv,0.5083188729466314,4.577064360856009,Fisheries & Mariculture,Non-market Use,-45.143553789158446,91209.39942453564
2100,slv,0.5398139593335748,4.5134794856028115,Fisheries & Mariculture,Non-market Use,-49.18595290991984,97945.36934007455
2030,sur,0.016133557061813592,0.769513999999999,Fisheries & Mariculture,Non-market Use,-0.3859613188967695,12722.193463489664
2035,sur,0.01798210469245057,0.773467,Fisheries & Mariculture,Non-market Use,-0.9880940692742561,14174.14225285015
2040,sur,0.019882673943485214,0.775578,Fisheries & Mariculture,Non-market Use,-1.6402040739134809,15703.172395589176
2045,sur,0.021806836248101633,0.775697,Fisheries & Mariculture,Non-market Use,-2.3570472127034843,17300.91756933749
2050,sur,0.023748905892936652,0.7742150000000001,Fisheries & Mariculture,Non-market Use,-3.191760956862393,18965.821525053365
2055,sur,0.025715312516466384,0.770702,Fisheries & Mariculture,Non-market Use,-3.9236189341750976,20725.577509083098
2060,sur,0.027709244369174848,0.7657209999999991,Fisheries & Mariculture,Non-market Use,-4.867944648284343,22581.763557065286
2065,sur,0.029741700915231945,0.7593240000000011,Fisheries & Mariculture,Non-market Use,-5.596017177646749,24554.756207185117
2070,sur,0.031814160135524405,0.7532976198346425,Fisheries & Mariculture,Non-market Use,-6.673899556066903,26597.13963107971
2075,sur,0.033914354837586314,0.7476337286958692,Fisheries & Mariculture,Non-market Use,-7.4455536928524495,28697.947088679146
2080,sur,0.0360288128805451,0.7423247179490096,Fisheries & Mariculture,Non-market Use,-8.557228171508338,30844.54275859746
2085,sur,0.03814296642757409,0.7373634840575861,Fisheries & Mariculture,Non-market Use,-9.441721154614184,33022.68889405627
2090,sur,0.040241289304108405,0.7327434127057019,Fisheries & Mariculture,Non-market Use,-10.58596638558346,35216.65188537874
2095,sur,0.04230746150082224,0.7284583640682035,Fisheries & Mariculture,Non-market Use,-11.679018150461298,37409.34787492402
2100,sur,0.044324559093008496,0.7245026591825953,Fisheries & Mariculture,Non-market Use,-12.834012990920204,39582.52747778641
2030,svn,0.10364893336924344,1.975661,Fisheries & Mariculture,Non-market Use,-0.26339535683881987,39721.75104626465
2035,svn,0.10654186084545908,1.949930999999999,Fisheries & Mariculture,Non-market Use,-0.662131392508028,41351.26559511773
2040,svn,0.10895595366260835,1.924056,Fisheries & Mariculture,Non-market Use,-1.0815797428929956,42838.35108351286
2045,svn,0.11090500225887225,1.898384,Fisheries & Mariculture,Non-market Use,-1.5333054048119261,44175.166148986
2050,svn,0.11250545922333591,1.872974999999999,Fisheries & Mariculture,Non-market Use,-2.052433945692115,45400.88198829543
2055,svn,0.11385692216508489,1.847823,Fisheries & Mariculture,Non-market Use,-2.5005131101353038,46551.45022312773
2060,svn,0.11494866518775636,1.82244,Fisheries & Mariculture,Non-market Use,-3.079617254751092,47631.715806026645
2065,svn,0.11563205801317591,1.795359,Fisheries & Mariculture,Non-market Use,-3.516994158159256,48616.51135000257
2070,svn,0.11628514095911831,1.7700143460058766,Fisheries & Mariculture,Non-market Use,-4.168293479484115,49569.60988507241
2075,svn,0.1169073455563975,1.7463425748343886,Fisheries & Mariculture,Non-market Use,-4.622809399933511,50488.394880368745
2080,svn,0.11749812749285891,1.7242848951419287,Fisheries & Mariculture,Non-market Use,-5.283438369558702,51370.310196335864
2085,svn,0.11805696740420676,1.7037869432772468,Fisheries & Mariculture,Non-market Use,-5.799002034283308,52212.871912608825
2090,svn,0.11858337163245321,1.684798559210738,Fisheries & Mariculture,Non-market Use,-6.469861769439982,53013.67997519927
2095,svn,0.11907687295044347,1.6672735812430735,Fisheries & Mariculture,Non-market Use,-7.105209692328472,53770.42958661835
2100,svn,0.11953703125097379,1.6511696583128983,Fisheries & Mariculture,Non-market Use,-7.774681774478486,54480.92226328853
2030,swe,0.8050034375191905,12.41803,Fisheries & Mariculture,Non-market Use,-2.3764124637818456,47028.96240812823
2035,swe,0.8527750585831785,12.617617,Fisheries & Mariculture,Non-market Use,-6.1500083349929575,49055.131809351216
2040,swe,0.8989791615557784,12.810313,Fisheries & Mariculture,Non-market Use,-10.336511842036602,50959.36567930821
2045,swe,0.9429374934166783,12.979937,Fisheries & Mariculture,Non-market Use,-15.04840999044532,52777.78791234607
2050,swe,0.9840245541582563,13.103605,Fisheries & Mariculture,Non-market Use,-20.611112330796644,54583.65850541396
2055,swe,1.022368458239905,13.178967,Fisheries & Mariculture,Non-market Use,-25.599033379849477,56413.11845509169
2060,swe,1.0587454285626483,13.229018,Fisheries & Mariculture,Non-market Use,-32.08813982303344,58227.00011198961
2065,swe,1.0930574952457746,13.272286,Fisheries & Mariculture,Non-market Use,-37.31981688471385,59946.53574134355
2070,swe,1.126710352316872,13.313525040351719,Fisheries & Mariculture,Non-market Use,-45.00367615460045,61630.0164547264
2075,swe,1.1595735730009742,13.352714996953285,Fisheries & Mariculture,Non-market Use,-50.73638893277595,63271.47122815337
2080,swe,1.1915163422298278,13.389836685170426,Fisheries & Mariculture,Non-market Use,-58.89200371198716,64864.93299760863
2085,swe,1.2224082919549877,13.424871875458562,Fisheries & Mariculture,Non-market Use,-65.58757195224825,66404.47348460708
2090,swe,1.2521203599101534,13.45780330825505,Fisheries & Mariculture,Non-market Use,-74.18133158894955,67884.23879736832
2095,swe,1.2805256642334077,13.488614708124574,Fisheries & Mariculture,Non-market Use,-82.51080215176592,69298.4855205889
2100,swe,1.3075003859341496,13.517290797141479,Fisheries & Mariculture,Non-market Use,-91.35956185152756,70641.6169930098
2030,tgo,0.10899777051800028,16.678927,Fisheries & Mariculture,Non-market Use,-20.626934871514134,5460.9211491365895
2035,tgo,0.13468483322419977,17.249138,Fisheries & Mariculture,Non-market Use,-54.332943443411146,6509.205461628859
